Date,Close,High,Low,Open,Volume,Daily_Return,Log_Return,MA_20,MA_50,MA_200,BB_Upper,BB_Lower,RSI
2023-11-08,339.1505432128906,340.3466777959229,332.02365323798534,337.8048994117208,879120,,,,,,,,
2023-11-09,341.09423828125,345.380331234321,338.1537586471671,339.8482774903614,750240,0.005731068716405607,0.0057147086195538455,,,,,,
2023-11-10,358.2386474609375,364.8173266482231,339.9479366121311,342.39003197722576,3712746,0.05026296916088935,0.049040579632757146,,,,,,
2023-11-13,367.50860595703125,371.9442081080475,350.86255767259235,358.6373408170696,3020750,0.02587648921130037,0.025547358616545265,,,,,,
2023-11-15,357.9396057128906,371.6950000473425,355.24831836012413,371.59531710483947,2621313,-0.02603748616776458,-0.02638246290545912,,,,,,
2023-11-16,361.02960205078125,365.26586863555093,352.1583371027983,358.83669894519727,1695692,0.008632731021023687,0.008595682068323193,,,,,,
2023-11-17,355.1486511230469,362.97329096162923,354.05222996391683,362.8237817507446,604319,-0.01628938705947769,-0.016423517723694908,,,,,,
2023-11-20,359.3849182128906,362.07620568772177,355.14865152556007,357.8399390003912,557791,0.011928151990576064,0.011857572288191455,,,,,,
2023-11-21,371.1966552734375,372.9908571726236,357.88978713508186,361.87686190798445,4289619,0.03286653518818472,0.03233798061720806,,,,,,
2023-11-22,364.2691345214844,373.68858050938286,355.0490240227197,371.79472605829477,3811400,-0.018662670187181596,-0.018839015310297216,,,,,,
2023-11-23,364.0198974609375,366.81083731641195,361.5778022731751,365.71438579498874,1125795,-0.0006842113067698774,-0.0006844454861509129,,,,,,
2023-11-24,365.3157043457031,372.4425939947118,361.926697074038,364.817320028724,1410775,0.0035597144381500634,0.0035533936504011624,,,,,,
2023-11-28,372.0439147949219,372.79149131493847,363.9202560278683,369.90086818800097,2507207,0.01841752317018308,0.018249974682336214,,,,,,
2023-11-29,376.18048095703125,378.7222592559834,370.79793635184586,375.7817795823814,2040084,0.01111848896759815,0.011057132941104624,,,,,,72.50147519101452
2023-11-30,384.752685546875,386.94558866835473,374.13710587658954,377.7753052390301,2851233,0.022787478414710405,0.022531721902691034,,,,,,75.09595570267588
2023-12-01,382.5597839355469,384.7028608023017,373.9875981443844,383.70609218296056,1977300,-0.0056995095647252025,-0.005715813749449347,,,,,,72.75706699547553
2023-12-04,386.09832763671875,388.5403924828095,375.98113231671084,387.09509624793066,2477746,0.009249648943151945,0.009207132911518435,,,,,,67.97424201136924
2023-12-05,386.6964111328125,387.6433231018663,378.47306974484206,386.09834385716704,1443081,0.001549044513491138,0.0015478459815986094,,,,,,63.93915020635616
2023-12-06,384.702880859375,388.739781810591,381.7624011114265,385.7494757966634,1832423,-0.005155285169566315,-0.005168619500082755,,,,,,71.84701640334195
2023-12-07,384.30413818359375,385.20125429756496,378.3235263249319,383.556561701261,578385,-0.001036495164503326,-0.0010370326970817244,368.0817413330078,,,396.6835157125785,339.4799669534371,69.8722812605529
2023-12-08,380.8154602050781,383.25755562698464,378.77209658843736,381.76240261413557,1682641,-0.00907790895774585,-0.009119364248891142,370.1649871826172,,,395.8108639216239,344.51911044361054,72.84823695989272
2023-12-11,384.8025207519531,387.7430004033174,374.9345173139136,380.8154461976774,2733630,0.010469796958158861,0.010415368209660776,372.3504013061523,,,394.8179473488743,349.8828552634303,72.72723303651927
2023-12-12,384.6031799316406,388.7397636404319,380.0180381741401,383.8057467804868,2409797,-0.0005180340812813711,-0.0005181683072938234,373.6686279296875,,,395.7402340213017,351.59702183807326,65.12932272513436
2023-12-13,389.0387878417969,390.7333066965874,380.9649861967586,387.6931745136004,1372268,0.011532946531915389,0.01146694904964785,374.7451370239258,,,397.63668240355736,351.8535916442942,79.6184875249785
2023-12-14,394.820068359375,396.71392271063274,387.5436389628009,392.6271651617302,1805935,0.014860421886593755,0.014751087654977253,376.58916015625,,,399.7211707685578,353.4571495439422,82.52630439098341
2023-12-15,392.92620849609375,398.10938715214326,387.6931731568632,397.7605120457349,3495008,-0.0047967669707138505,-0.0048083083798238285,378.1839904785156,,,401.1970610025379,355.17091995449334,78.79416873693947
2023-12-18,391.0821838378906,394.67055704265914,388.0420212201296,394.67055704265914,463131,-0.004693055892761699,-0.0047041028557956175,379.9806671142578,,,400.94069079357354,359.0206434349421,72.10645752953216
2023-12-19,398.6077575683594,400.3521026206006,392.92619479243757,392.92619479243757,2232300,0.019242946985251086,0.019060142884847236,381.9418090820312,,,402.1128899165219,361.77072824754055,74.14160460692945
2023-12-20,390.484130859375,400.601326889743,389.3378529597903,399.70424116045785,1559925,-0.020380001529677227,-0.02059053917750962,382.90618286132815,,,402.75591826936636,363.05644745328993,56.229716138722374
2023-12-21,396.56439208984375,406.0336937539319,383.7559095446265,388.64006958231084,2482683,0.01557108407219343,0.01545109867483553,384.5209457397461,,,403.20736019878564,365.8345312807065,64.03598866361989
2023-12-22,389.4375,394.67053509372965,385.40056896203055,392.7766504389235,1050433,-0.01797158855409564,-0.01813503882022809,385.79182586669924,,,401.8849215073022,369.6987302260963,53.122089572680785
2023-12-26,394.820068359375,402.694534610793,386.29767815026753,393.17540617062394,1483447,0.01382139203177668,0.013726747673674503,387.2670440673828,,,400.6355375843288,373.8985505504368,56.97177410483904
2023-12-27,398.90679931640625,401.2491811526493,394.1721485444,396.7637225265382,979146,0.010350869382129257,0.010297665953198521,388.61018829345704,,,400.89251148365605,376.32786510325803,61.76712403574275
2023-12-28,403.9903259277344,405.68484481814824,396.7139268737666,402.6945388366877,1222326,0.012743644931697329,0.012663128019703146,390.0006805419922,,,402.6493341780269,377.35202690595753,65.13413341504008
2023-12-29,417.8454284667969,421.6331371530682,397.21230533214583,404.18968585240935,2396214,0.03429562949866494,0.03372064382821956,391.65531768798826,,,409.14502677136056,374.16560860461595,74.55390495555035
2024-01-01,438.1794738769531,447.34972656210186,420.63634078415316,423.3276281178929,3687892,0.048664037045392794,0.04751700837938369,394.4363021850586,,,421.1120077399529,367.7605966301643,79.08748383526068
2024-01-02,434.0927429199219,443.61187126872,430.65387894275216,442.2662579392721,1296066,-0.009326614322830773,-0.009370379523514742,396.8360229492188,,,428.5186806487914,365.15336524964613,75.87288276749355
2024-01-03,427.41436767578125,432.8965950291826,421.0350546574342,431.8001738936735,1142771,-0.015384673789334946,-0.015504245853260318,398.8719207763672,,,432.95334690785637,364.790494644878,69.60286111846386
2024-01-04,427.5140686035156,429.40792295783376,419.6894286043685,428.6105202041099,1103306,0.00023326526966460648,0.00023323806755171388,401.0124801635742,,,436.6873369564751,365.33762337067327,67.7297390511124
2024-01-05,432.8966064453125,436.5846625660822,424.324420510922,428.66033974233113,1158967,0.012590317458742506,0.012511718448644779,403.44210357666014,,,440.8999271642437,365.9842799890766,70.88542397530266
2024-01-08,427.6137390136719,433.04614017338935,423.6764907875687,431.60081350330984,778869,-0.012203531635464615,-0.012278606135561846,405.78201751708986,,,443.1351534442766,368.4288815899031,68.42635590183495
2024-01-09,424.67327880859375,430.6040645504278,422.8292811080758,429.30827744969105,835991,-0.00687643996626619,-0.006900191626774115,407.7755554199219,,,444.6672210835937,370.8838897562501,63.784946347626324
2024-01-10,422.9289245605469,424.82280932415034,413.60916205054326,424.82280932415034,1187137,-0.00410752061665054,-0.0041159796511773435,409.6918426513672,,,445.48054626111366,373.90313904162076,68.40021834824469
2024-01-11,430.903076171875,434.19243097546376,419.1412182436812,422.9289269543971,1403628,0.018854590330074528,0.018679045657882944,411.7850570678711,,,447.38424548688766,376.1858686488545,69.06475112689773
2024-01-12,419.8389587402344,431.20211502806586,418.6428242177407,430.6538740306877,2522432,-0.025676580287924078,-0.026011977364548716,413.03600158691404,,,447.87531021777943,378.19669295604865,66.17180248159357
2024-01-15,412.8616027832031,423.52700949461206,411.76515114248764,421.63315507099423,2115329,-0.01661912457568837,-0.016758771595972284,414.0327713012695,,,447.5657822557,380.499760346839,59.436930429605134
2024-01-16,415.8020324707031,418.0447619127446,412.4130251754111,413.5593030286616,575816,0.007122071095199578,0.007096828927004696,415.26876373291014,,,447.0146153036929,383.5229121621274,58.94460039040525
2024-01-17,417.3968505859375,420.13796423157646,412.36318133153134,414.5560539966644,807963,0.003835522654273671,0.003828185791742134,416.2082183837891,,,446.97502829727586,385.4414084703023,57.36986292177432
2024-01-18,419.8389587402344,421.53344715830843,407.6285430338836,417.19749753797464,695910,0.005850806374961159,0.005833756877225712,417.675959777832,,,445.9777250706504,389.3741944850136,51.25312975505997
2024-01-19,422.9787902832031,424.5237695507743,415.5030252743765,418.6428404942905,1044013,0.007478656941199757,0.007450830436843915,418.9966796875,392.90626220703126,,445.56233940987875,392.4310199651212,37.80977516551526
2024-01-23,418.6926574707031,429.45777709595075,413.80849719042607,416.350275488413,1237958,-0.010133209775436414,-0.010184900235605464,420.45943756103514,394.4971044921875,,443.1044878025032,397.8143873195671,37.689236846368075
2024-01-24,429.55743408203125,432.09918180743085,414.7554145037972,419.83894037355964,1092980,0.025949288618915878,0.02561831922970516,422.196305847168,396.2663684082031,,441.66749366189595,402.72511803244004,51.60568666976413
2024-01-25,428.760009765625,432.59757498232545,414.6557400752244,429.5574429017633,1236775,-0.0018563857895053104,-0.001858111009051042,423.68896636962893,397.6767956542969,,439.95630123256956,407.4216315066883,50.92385875938126
2024-01-29,422.7793884277344,428.75999992618813,420.6363420579144,428.6104907225194,526104,-0.013948645399928572,-0.014046841962922326,424.62841949462893,398.78221130371094,,438.0221637148265,411.23467527443137,42.5640894513655
2024-01-30,418.642822265625,427.06552930974533,417.4466877487089,423.1781073392502,586041,-0.009784219087625723,-0.0098323990858943,424.6682891845703,399.99627563476565,,437.98152312426595,411.3550552448747,43.2935896482385
2024-01-31,430.5043640136719,431.650641851185,419.8887842175435,419.98846716405865,1120857,0.028333321669900435,0.02793935734716725,424.28453369140624,401.3857708740234,,436.3410910444169,412.2279763383956,53.8461476525522
2024-02-01,425.57037353515625,434.59111735861524,420.83572260063005,433.59434874082024,579432,-0.011460953455883938,-0.011527136348247,423.858415222168,402.7942053222656,,435.024940470403,412.691889973933,51.67193296737727
2024-02-02,428.361328125,433.59436354712045,425.81958023041335,427.81311753407823,1468731,0.006558150574861754,0.006536739465916417,423.90576324462893,404.1737335205078,,435.14357722123674,412.6679492680211,48.27819739124826
2024-02-05,433.89337158203125,443.2630210199972,428.3613178644565,428.3613178644565,1495004,0.012914432498484008,0.012831752299480935,424.2247283935547,405.4276678466797,,436.229708733176,412.2197480539334,60.291961080795026
2024-02-06,455.2740783691406,468.1822444828249,435.98659901453675,439.8241643796022,4856442,0.04927640795514465,0.04810079132575151,425.3436019897461,407.2477667236328,,443.398436472869,407.28876750662323,75.64796653923011
2024-02-07,450.9381408691406,458.4139059048325,449.09411274321013,455.5232828414915,865012,-0.009523796117565042,-0.00956943748100012,426.5098220825195,408.9861315917969,,447.8891849367806,405.1304592282584,70.89508357380083
2024-02-08,439.47528076171875,451.03780289769566,432.54775706803883,444.55880683397186,2003835,-0.02542002786752151,-0.025748698617168962,427.24992218017576,410.46932312011717,,449.3734593282772,405.1263850320743,61.75065926976494
2024-02-09,433.5445251464844,442.5652690254765,426.8163369349484,442.5652690254765,1036200,-0.013495083511761874,-0.013586969762764689,427.7807022094727,411.69933532714845,,449.9769949915231,405.58440942742226,57.033246239415774
2024-02-12,430.1056823730469,437.8306395883218,426.61699201776145,436.5846787471484,601946,-0.007931925267135154,-0.007963550329118184,427.74083251953124,412.77783935546876,,449.9163654320017,405.56529960706075,53.646097448259496
2024-02-13,433.7937316894531,437.0830560899326,428.2118211265184,428.6603487707845,1430784,0.008574751433317429,0.008538197066679553,428.4385711669922,413.7586602783203,,450.44476134639103,406.4323809875933,57.773234782379205
2024-02-14,424.12506103515625,432.5975945693486,412.6622215477196,432.5975945693486,2358376,-0.02228863616041954,-0.022540781504837133,429.00174407958986,414.5899658203125,,449.87688709476765,408.12660106441206,47.16883903442029
2024-02-15,431.600830078125,432.7969646385374,425.47070889868377,426.21828539420017,630612,0.01762633178224071,0.017472789627267494,429.79168395996095,415.5000158691406,,449.73876047295613,409.84460744696577,51.38418183267293
2024-02-16,432.7471008300781,436.4849832461256,428.9593921494027,433.59436026150854,261050,0.0026558585435194626,0.002652337983246952,430.55919647216797,416.42102966308596,,449.6615739880199,411.45681895631606,55.0968555798851
2024-02-19,431.8001708984375,436.4849650801964,428.8596913526064,435.58787942147353,219204,-0.0021881831901918725,-0.0021905807612170535,431.1572570800781,417.3629754638672,,449.5834507800883,412.73106338006795,56.954692070096016
2024-02-20,441.81768798828125,446.5523389029893,431.80017558895827,433.04613635598673,1655372,0.02319942826562693,0.022934412511451313,432.09920196533204,418.51324645996095,,450.69039502717425,413.50800890348984,56.09887309494016
2024-02-21,444.3096008300781,451.4364901942609,441.81767934477205,444.40928377328305,931187,0.0056401382505604225,0.005624292225412209,433.38004913330076,419.78312927246094,,451.6084318501615,415.15166641644004,60.37526523332252
2024-02-22,445.3562316894531,450.5394409654921,435.8371030136314,444.55882891727754,773992,0.002355634128588857,0.0023528639719790304,434.16998901367185,420.99420349121095,,453.0582346525243,415.2817433748194,59.594821416326305
2024-02-23,437.1827392578125,447.49930094660124,436.1361139160714,446.701867769232,574672,-0.018352707001841218,-0.018523207245053495,434.59112548828125,422.04579467773436,,453.34661215614,415.8356388204225,51.80329547370929
2024-02-26,428.5606994628906,443.5620556958029,424.07524047270834,439.32578887174185,610887,-0.01972182115323029,-0.01991889163091045,434.88019104003905,422.83623291015624,,453.03784599238435,416.72253608769375,32.973326673171215
2024-02-27,427.66357421875,436.13610768637346,423.57684711659766,429.1089009190482,1410739,-0.0020933446423457847,-0.002095538750793131,435.3312286376953,423.49310302734375,,452.1924939572566,418.469963318134,34.4850426698402
2024-02-28,420.1379699707031,430.0558298279886,416.449913938606,428.31148475693584,543645,-0.017597019483818643,-0.017753687680810284,434.8129089355469,424.03733825683594,,452.89226124340183,416.73355662769194,36.39551375832024
2024-02-29,406.6816101074219,422.62990854300705,396.71392358518113,415.90172014049455,1260951,-0.03202843071817474,-0.03255256271351066,433.8684707641602,424.34932678222657,,455.5877583279734,412.14918320034695,32.910591253890644
2024-03-01,398.30877685546875,403.89068763476104,388.73979129367723,397.71070955430054,2323290,-0.02058817768952348,-0.020803068814263425,432.36584320068357,424.3433471679688,,459.2367267474346,405.49495965393254,30.966594022472805
2024-03-04,384.15460205078125,405.18642503036915,381.51317141543365,404.6880407437389,4165595,-0.03553568393955708,-0.03618244466608774,429.87890472412107,424.21675659179687,,464.30045240578045,395.4573570424617,23.594896038654056
2024-03-05,381.862060546875,387.5436233720813,378.1241782596483,382.80897247492743,4076177,-0.0059677574905199204,-0.005985635719361693,426.2083038330078,423.9227099609375,,464.6496200108362,387.7669876551794,25.604138760077205
2024-03-06,379.5694580078125,385.84911822900364,373.83803874964934,383.2575138719547,1655810,-0.006003745268066685,-0.006021840207980073,422.6398696899414,423.72534912109376,,464.5123148574473,380.76742452243553,18.053840065714923
2024-03-07,396.0660400390625,401.49841107938096,379.56950017711364,380.3170766851455,4429143,0.04346129985756253,0.04254335998352407,420.4694076538086,423.7502685546875,,463.15972987227866,377.7790854353386,31.050498266590353
2024-03-11,411.3664245605469,415.20395943960574,390.9326677055537,397.7106822020632,2913358,0.03863089226224847,0.03790339612423568,419.3605026245117,423.9994610595703,,461.7720560387053,376.9489492103181,40.80718781689091
2024-03-12,407.9773864746094,412.6622111846293,398.0097002141111,409.67190530647986,2648500,-0.008238489783306768,-0.008272613689134227,418.2540878295898,424.07920227050784,,460.6399040290763,375.8682716301033,33.810222251941596
2024-03-13,384.30413818359375,407.6783750321165,376.77854709569687,407.6783750321165,2799185,-0.05802588348236537,-0.05977748194077839,415.77960815429685,423.40837646484374,,460.0807434068638,371.4784729017299,26.130084344636174
2024-03-14,401.0,402.1961345006731,379.81866701824214,380.8652923110721,1039978,0.0434443976984451,0.04252716168655493,414.62335510253905,422.6647869873047,,459.2135524868793,370.0331577181988,34.30888670624644
2024-03-15,387.593505859375,405.68485125025535,385.20126712007084,399.35536407201715,1053016,-0.033432653717269334,-0.034004302179094906,412.42298889160156,421.73480224609375,,457.82158138658235,367.0243963966208,33.083994348492155
2024-03-18,399.95343017578125,401.5980924029913,385.2510922440859,391.43107018635095,888686,0.03188888391976996,0.03139099064209569,410.7833053588867,421.1855834960937,,455.45415321582857,366.11245750194485,40.48408581633878
2024-03-19,398.75726318359375,403.5915969400604,394.3216611992194,398.20905262541197,4444709,-0.002990765679048657,-0.00299524695591861,409.1311599731445,420.61044738769533,,452.96548309053134,365.2968368557577,40.403704129964694
2024-03-20,398.80712890625,402.69452042057657,394.3216701391891,398.70744596096694,576497,0.0001250528260179351,0.00012504500756509385,406.98063201904296,419.92865783691406,,448.20545473843686,365.75580929964906,42.54875452078265
2024-03-21,400.25244140625,408.5754657625908,399.00648058700637,399.903596712034,291647,0.003624088927306479,0.0036175377403151513,404.77777404785155,419.3814318847656,,442.13049820910817,367.42504988659493,47.548458644472916
2024-03-22,403.39227294921875,404.53855077918644,397.9598717990289,402.94371490233544,248100,0.007844628085058591,0.007814018964065124,402.67957611083983,418.9558117675781,,434.7800211244245,370.5791310972552,52.01899045628971
2024-03-26,409.7217102050781,413.6589582402512,390.0853875472198,397.41164265044813,2113010,0.01569052676588112,0.015568703116516553,401.3065246582031,418.69166748046877,,429.2764377696959,373.3366115467103,60.82734594886463
2024-03-27,411.86480712890625,413.6091522188925,407.08029948785116,413.6091522188925,600633,0.005230615977745989,0.005216983821712,400.4717300415039,418.3109020996094,,425.89758025597513,375.0458798270327,62.72188537479438
2024-03-28,418.8421936035156,420.5865387189675,408.8745072295049,413.65898452144415,1330031,0.016940963038936108,0.016799065272242734,400.03066101074216,418.290966796875,,423.71693300546104,376.3443890160233,66.01626955254872
2024-04-01,427.5639343261719,428.51084631386607,423.22798451609395,424.62345457409356,756195,0.020823452975495593,0.02060960843801472,400.40195922851564,418.5850134277344,,425.59994391529676,375.2039745417345,63.71527505549905
2024-04-02,426.2182922363281,427.9127807353211,422.2312175295691,427.61376229990054,206652,-0.00314723011416862,-0.003152193058618811,401.37879333496096,418.79333862304685,,428.9999998739745,373.7575867959474,57.361663068522866
2024-04-03,422.2810363769531,424.5736225444417,420.1379898435136,421.9321612624478,371118,-0.00923765106071961,-0.009280582755830866,402.57740631103513,418.8910223388672,,431.67856487853226,373.476247743538,57.05160301043639
2024-04-04,424.0253601074219,426.81633046349083,420.98522801811225,426.81633046349083,699748,0.004130717650582927,0.004122209657791867,404.57094421386716,418.9747503662109,,433.82050176409774,375.3213866636366,74.98430784646068
2024-04-05,435.4383850097656,441.1698046705745,423.17811252743917,426.01890922572,1708812,0.026915901679683385,0.026560040231913502,407.24976043701173,419.2239422607422,,437.53744529559094,376.9620755784325,73.20348711208675
2024-04-08,432.8467712402344,442.46558229511345,430.60404185556996,439.62478565741236,2436764,-0.0059517347545580135,-0.0059695169194441304,409.9136260986328,419.5070245361328,,439.3091772162496,380.51807498101596,85.6917222472278
2024-04-09,435.4383850097656,442.2662562546961,430.10566671982883,434.1924242139376,1337640,0.005987369992631608,0.0059695169194441825,411.88224334716796,419.6246435546875,,442.6161304273915,381.1483562669444,83.0853953416377
2024-04-10,432.3982238769531,437.58143297268936,430.20535112026846,435.4383864804202,200164,-0.006981839997280748,-0.007006327085337027,412.93383331298827,419.69740783691407,,445.00362129413077,380.8640453318458,80.32339541529149
2024-04-12,430.05584716796875,437.58143832464475,425.2713393859329,428.9593955667335,567935,-0.005417174677505021,-0.005431900774887423,414.0377563476562,419.84293701171873,,446.8993889186504,381.17612377666205,77.04916387182396
2024-04-15,434.491455078125,441.61834495053216,421.9820204974156,430.604063367627,1137216,0.010314027676558535,0.0102612010196725,416.5471221923828,420.15990966796875,,447.4554421628146,385.638802221951,78.17881430088438
2024-04-16,439.6746520996094,441.9672077983494,427.9127639253408,430.6040514142659,2177615,0.011929341672674232,0.011858747946163315,418.4808547973633,420.3433154296875,,450.12417404410354,386.83753555062304,78.88886459009144
2024-04-18,434.6409606933594,448.4462126758432,432.647423379469,443.06366801213227,1173327,-0.011448673200086135,-0.011514713794413822,420.8332275390625,420.52472717285156,,449.67990352873636,391.9865515493886,70.25931196830577
2024-04-19,428.80987548828125,434.6409476208598,423.62666646047325,434.6409476208598,442141,-0.013415866732339521,-0.013506672546098551,422.2760498046875,420.5336981201172,,449.57034129238554,394.98175831698944,62.99693273361222
2024-04-22,439.9238586425781,444.5090006089371,428.7600373696142,428.80989405449986,2366953,0.025918207088028167,0.025588023383647733,424.3343795776367,420.6543078613281,,450.3393368203962,398.32942233487717,65.20488173364582
2024-04-23,444.1102600097656,455.82229165174493,440.62156973343133,443.96075079600143,1100032,0.009516195325493415,0.009471201559843462,426.5995361328125,420.4310314941406,,451.090354138649,402.108718126976,62.76920149333173
2024-04-24,448.5458984375,454.52651041666667,443.66173807164034,445.25657401654456,744571,0.009987696360892029,0.009938148958070119,429.014208984375,420.3831866455078,,452.0469605379117,405.9814574308383,66.44638673626787
2024-04-25,443.41253662109375,451.2371765471208,437.28241555460147,450.3400604338583,716149,-0.011444451580737258,-0.011510443292498325,431.0152221679688,420.4619317626953,,451.486812068066,410.54363226787154,65.2958159652041
2024-04-26,442.11669921875,447.99765827870806,439.5749514629104,440.6714030038668,256171,-0.0029224194070341936,-0.0029266980125826833,432.63497161865234,420.6333752441406,,451.0341468991677,414.235796338137,63.18080531343759
2024-04-29,441.61834716796875,447.1504315390014,436.5846775510058,445.5555955828758,1082968,-0.001127195719279217,-0.0011278314821717087,434.12264862060545,420.8636285400391,,450.10325191829446,418.14204532291643,55.35405420125564
